,author,title,library_type,day,month,year,challenge_date,state
322,"Àbíké-Íyímídé, Faridah",Ace of Spades,School,1,11,2021,2021-11-01,FL
323,"McSmith, Tobly",Act Cool,School,1,2,2022,2022-02-01,TN
324,"Wallmark, Laurie",Ada Byron Lovelace and the Thinking Machine,School,1,9,2021,2021-09-01,PA
325,"Ward, Sarah",Aesop Lake,School,1,2,2022,2022-02-01,TN
326,"Fuerst, Jeffrey B.",African American Cowboys: True Heroes of the Old West,School,1,9,2021,2021-09-01,PA
327,"Willett, Frank",African Art,School,1,9,2022,2022-09-01,MO
328,"Efaw, Amy",After,School,1,9,2022,2022-09-01,TX
329,"Efaw, Amy",After,School,1,10,2022,2022-10-01,OH
330,"Efaw, Amy",After,School,1,1,2023,2023-01-01,FL
331,"Efaw, Amy",After,School,1,2,2023,2023-02-01,PA
332,"Efaw, Amy",After,School,1,1,2022,2022-01-01,TX
333,"Efaw, Amy",After,School,1,2,2022,2022-02-01,TX
334,"Efaw, Amy",After,School,1,12,2021,2021-12-01,TX
335,"Glines, Abbi",After the Game,School,1,1,2022,2022-01-01,TX
336,"Todd, Anna",After We Collided,School,1,2,2022,2022-02-01,GA
338,"Mathieu, Jennifer",Afterward,School,1,3,2022,2022-03-01,TX
339,"Westerfeld, Scott",Afterworlds,School,1,1,2022,2022-01-01,TX
340,"Westerfeld, Scott",Afterworlds,School,1,2,2022,2022-02-01,TX
341,"Westerfeld, Scott",Afterworlds,School,1,12,2021,2021-12-01,TX
342,"Westerfeld, Scott",Afterworlds,School,1,2,2022,2022-02-01,TN
343,"Bell, Eric",Alan Cole is Not a Coward,School,1,12,2021,2021-12-01,TX
344,"Moore, Alan",Alan Moore's America's Best Comics,School,1,9,2022,2022-09-01,MO
345,"Brugman, Alyssa",Alex as Well,School,1,7,2022,2022-07-01,VA
346,"Brugman, Alyssa",Alex as Well,School,1,7,2022,2022-07-01,VA
347,"Brugman, Alyssa",Alex as Well,School,1,12,2021,2021-12-01,TX
348,"Gino, Alex",Alice Austen Lived Here,Public,1,4,2023,2023-04-01,AL
349,QuinRose,Alice in the Country of Hearts,School,1,2,2023,2023-02-01,PA
350,"Vande Velde, Vivian","Alison, Who Went Away",School,1,2,2022,2022-02-01,TX
351,"Vande Velde, Vivian","Alison, Who Went Away",School,1,12,2021,2021-12-01,TX
352,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,7,2022,2022-07-01,FL
353,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,1,2023,2023-01-01,FL
354,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,2,2023,2023-02-01,FL
355,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,11,2022,2022-11-01,NC
356,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,1,2022,2022-01-01,NY
357,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,10,2021,2021-10-01,OK
358,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,9,2021,2021-09-01,PA
359,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,1,2022,2022-01-01,FL
360,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,3,2022,2022-03-01,TX
361,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,1,2022,2022-01-01,TX
362,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,11,2021,2021-11-01,FL
363,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,10,2021,2021-10-01,TX
364,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,2,2021,2021-02-01,TX
365,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,4,2022,2022-04-01,MS
366,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,2,2022,2022-02-01,TX
369,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,12,2021,2021-12-01,TX
370,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,11,2021,2021-11-01,NC
374,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,9,2022,2022-09-01,IN
375,"Reynolds, Jason and Kiely, Brenden",All American Boys,School,1,10,2022,2022-10-01,OH
376,"Penfold, Alexandra",All Are Welcome,School,1,7,2022,2022-07-01,FL
377,"Penfold, Alexandra",All Are Welcome,School,1,9,2021,2021-09-01,PA
378,"Penfold, Alexandra",All Are Welcome,School,1,9,2021,2021-09-01,PA
379,"González, Xelena",All Around Us,School,1,1,2022,2022-01-01,FL
381,"Johnson, George M.",All Boys Aren't Blue,School,1,9,2022,2022-09-01,FL
382,"Johnson, George M.",All Boys Aren't Blue,School,1,7,2022,2022-07-01,TX
383,"Johnson, George M.",All Boys Aren't Blue,School,1,12,2021,2021-12-01,FL
384,"Johnson, George M.",All Boys Aren't Blue,Public,1,11,2022,2022-11-01,CO
385,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2022,2022-11-01,UT
386,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2022,2022-10-01,SC
387,"Johnson, George M.",All Boys Aren't Blue,School,1,8,2022,2022-08-01,TX
388,"Johnson, George M.",All Boys Aren't Blue,School,1,9,2022,2022-09-01,MI
389,"Johnson, George M.",All Boys Aren't Blue,School,1,9,2022,2022-09-01,MI
390,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2022,2022-11-01,CT
391,"Johnson, George M.",All Boys Aren't Blue,School,1,9,2022,2022-09-01,FL
392,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2022,2022-11-01,MD
393,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2022,2022-10-01,PA
394,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2022,2022-10-01,MA
396,"Johnson, George M.",All Boys Aren't Blue,School,1,9,2022,2022-09-01,PA
397,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2023,2023-01-01,FL
399,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2023,2023-01-01,PA
400,"Johnson, George M.",All Boys Aren't Blue,School,1,12,2022,2022-12-01,SC
401,"Johnson, George M.",All Boys Aren't Blue,School,1,9,2022,2022-09-01,PA
402,"Johnson, George M.",All Boys Aren't Blue,Public,1,10,2022,2022-10-01,GA
403,"Johnson, George M.",All Boys Aren't Blue,Public,1,10,2022,2022-10-01,MI
405,"Johnson, George M.",All Boys Aren't Blue,Public,1,10,2022,2022-10-01,NJ
406,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2023,2023-02-01,PA
407,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2023,2023-01-01,MI
408,"Johnson, George M.",All Boys Aren't Blue,School,1,3,2023,2023-03-01,AR
409,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2023,2023-02-01,ID
412,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2023,2023-02-01,NC
413,"Johnson, George M.",All Boys Aren't Blue,School,1,3,2023,2023-03-01,PA
414,"Johnson, George M.",All Boys Aren't Blue,School,1,3,2023,2023-03-01,VA
415,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2022,2022-11-01,TX
416,"Johnson, George M.",All Boys Aren't Blue,School,1,3,2023,2023-03-01,OH
417,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2022,2022-11-01,NC
418,"Johnson, George M.",All Boys Aren't Blue,Public,1,4,2023,2023-04-01,ID
420,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,NY
421,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,NY
422,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2022,2022-02-01,VA
423,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2021,2021-11-01,FL
424,"Johnson, George M.",All Boys Aren't Blue,School,1,3,2022,2022-03-01,NC
425,"Johnson, George M.",All Boys Aren't Blue,School,1,9,2021,2021-09-01,PA
426,"Johnson, George M.",All Boys Aren't Blue,School,1,12,2021,2021-12-01,FL
427,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,FL
428,"Johnson, George M.",All Boys Aren't Blue,School,1,12,2021,2021-12-01,TX
429,"Johnson, George M.",All Boys Aren't Blue,School,1,12,2021,2021-12-01,TX
430,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2021,2021-10-01,PA
431,"Johnson, George M.",All Boys Aren't Blue,School,1,9,2021,2021-09-01,VA
432,"Johnson, George M.",All Boys Aren't Blue,School,1,3,2022,2022-03-01,AR
434,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,GA
435,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2021,2021-10-01,MO
436,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2021,2021-11-01,KN
437,"Johnson, George M.",All Boys Aren't Blue,School,1,5,2022,2022-05-01,ME
438,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2021,2021-10-01,UT
442,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2021,2021-11-01,FL
443,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2021,2021-02-01,TX
444,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2021,2021-11-01,TX
445,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,WA
447,"Johnson, George M.",All Boys Aren't Blue,School,1,12,2021,2021-12-01,TX
448,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2022,2022-02-01,MO
449,"Johnson, George M.",All Boys Aren't Blue,School,1,3,2022,2022-03-01,MO
450,"Johnson, George M.",All Boys Aren't Blue,School,1,5,2022,2022-05-01,NC
451,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2022,2022-02-01,MO
452,"Johnson, George M.",All Boys Aren't Blue,School,1,12,2021,2021-12-01,TX
454,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2021,2021-11-01,MO
455,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2021,2021-10-01,PA
456,"Johnson, George M.",All Boys Aren't Blue,School,1,7,2022,2022-07-01,NJ
458,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2021,2021-10-01,FL
459,"Johnson, George M.",All Boys Aren't Blue,School,1,4,2022,2022-04-01,MI
460,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2021,2021-10-01,MO
461,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,KN
462,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,GA
463,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2022,2022-02-01,KN
464,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2021,2021-11-01,VA
465,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,FL
466,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,FL
467,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,FL
468,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,FL
469,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,FL
470,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,FL
472,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2022,2022-02-01,TN
473,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2021,2021-11-01,TX
475,"Johnson, George M.",All Boys Aren't Blue,School,1,5,2022,2022-05-01,CO
476,"Johnson, George M.",All Boys Aren't Blue,School,1,11,2021,2021-11-01,IA
477,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2021,2021-10-01,NC
478,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2021,2021-10-01,WA
479,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2021,2021-10-01,PA
480,"Johnson, George M.",All Boys Aren't Blue,School,1,10,2021,2021-10-01,IA
482,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,IA
483,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2022,2022-02-01,MD
484,"Johnson, George M.",All Boys Aren't Blue,School,1,2,2022,2022-02-01,MD
485,"Johnson, George M.",All Boys Aren't Blue,School,1,1,2022,2022-01-01,NY
486,"Frick, Kit",All Eyes on Us,School,1,12,2021,2021-12-01,TX
487,"O'Donoghue, Caroline",All Our Hidden Gifts,School,1,2,2022,2022-02-01,TN
488,"Mitchell, Saundra",All Out: The No-Longer-Secret Stories of Queer Teens throughout the Ages,School,1,1,2022,2022-01-01,TX
489,"Niven, Jennifer",All the Bright Places,School,1,10,2022,2022-10-01,OH
491,"Niven, Jennifer",All the Bright Places,School,1,2,2023,2023-02-01,PA
492,"Niven, Jennifer",All the Bright Places,School,1,2,2023,2023-02-01,PA
493,"Niven, Jennifer",All the Bright Places,School,1,1,2022,2022-01-01,FL
494,"Kissinger, Katie",All the Colors We Are,School,1,9,2021,2021-09-01,PA
495,"Collins, Orlagh",All the Invisible Things,School,1,2,2022,2022-02-01,TN
496,"Mitchell, Saundra",All the Things We Do in the Dark,School,1,10,2022,2022-10-01,SC
497,"Mitchell, Saundra",All the Things We Do in the Dark,School,1,9,2022,2022-09-01,FL
499,"Mitchell, Saundra",All the Things We Do in the Dark,School,1,8,2022,2022-08-01,FL
500,"Mitchell, Saundra",All the Things We Do in the Dark,School,1,1,2023,2023-01-01,FL
501,"Mitchell, Saundra",All the Things We Do in the Dark,School,1,12,2022,2022-12-01,SC
503,"Mitchell, Saundra",All the Things We Do in the Dark,School,1,2,2023,2023-02-01,PA
504,"Mitchell, Saundra",All the Things We Do in the Dark,School,1,2,2023,2023-02-01,NC
505,"Mitchell, Saundra",All the Things We Do in the Dark,School,1,1,2022,2022-01-01,TX
506,"Mitchell, Saundra",All the Things We Do in the Dark,School,1,2,2022,2022-02-01,TX
507,"Mitchell, Saundra",All the Things We Do in the Dark,School,1,12,2021,2021-12-01,TX
508,"Scanlon, Liz Garlan",All the World,School,1,9,2021,2021-09-01,PA
509,"Lawson, Richard",All We Can Do Is Wait,School,1,2,2022,2022-02-01,TX
510,"Lawson, Richard",All We Can Do Is Wait,School,1,12,2021,2021-12-01,TX
511,"Lawson, Richard",All We Can Do Is Wait,School,1,2,2022,2022-02-01,TN
512,Homer,All-Action Classics No. 3: The Odyssey,School,1,9,2022,2022-09-01,MO
514,"Jackson, Tiffany D.",Allegedly,School,1,4,2023,2023-04-01,OR
515,"Jackson, Tiffany D.",Allegedly,School,1,2,2023,2023-02-01,NC
517,"Jackson, Tiffany D.",Allegedly,School,1,9,2022,2022-09-01,ND
518,"Jackson, Tiffany D.",Allegedly,School,1,10,2022,2022-10-01,FL
519,"Jackson, Tiffany D.",Allegedly,School,1,2,2023,2023-02-01,PA
521,"Jackson, Tiffany D.",Allegedly,School,1,3,2022,2022-03-01,TX
522,"Jackson, Tiffany D.",Allegedly,School,1,1,2022,2022-01-01,GA
523,"Roth, Veronica",Allegiant,School,1,7,2022,2022-07-01,FL
524,"Bourne, Shakirah and Levy, Dana Alison","Allies: Real Talk About Showing Up, Screwing Up, And Trying Again",School,1,2,2022,2022-02-01,TN
525,"Martinez-Neal, Juana",Alma and How She Got Her Name,School,1,9,2021,2021-09-01,PA
526,"Martinez-Neal, Juana",Alma and How She Got Her Name,School,1,9,2021,2021-09-01,PA
527,"Martinez-Neal, Juana",Alma and How She Got Her Name,School,1,1,2022,2022-01-01,FL
528,"Katcher, Brian",Almost Perfect,School,1,9,2022,2022-09-01,FL
529,"Katcher, Brian",Almost Perfect,School,1,8,2022,2022-08-01,VA
530,"Katcher, Brian",Almost Perfect,School,1,12,2022,2022-12-01,CO
531,"Katcher, Brian",Almost Perfect,School,1,12,2022,2022-12-01,CO
532,"Katcher, Brian",Almost Perfect,School,1,10,2022,2022-10-01,TX
533,"Katcher, Brian",Almost Perfect,School,1,12,2022,2022-12-01,SC
534,"Katcher, Brian",Almost Perfect,School,1,2,2023,2023-02-01,PA
535,"Katcher, Brian",Almost Perfect,School,1,3,2023,2023-03-01,FL
536,"Katcher, Brian",Almost Perfect,School,1,3,2023,2023-03-01,CO
538,"Katcher, Brian",Almost Perfect,School,1,2,2023,2023-02-01,FL
539,"Katcher, Brian",Almost Perfect,School,1,2,2023,2023-02-01,PA
540,"Katcher, Brian",Almost Perfect,School,1,11,2022,2022-11-01,NC
541,"Katcher, Brian",Almost Perfect,School,1,10,2022,2022-10-01,SC
542,"Katcher, Brian",Almost Perfect,School,1,7,2022,2022-07-01,VA
543,"Katcher, Brian",Almost Perfect,School,1,1,2022,2022-01-01,TX
544,"Katcher, Brian",Almost Perfect,School,1,2,2022,2022-02-01,NC
545,"Katcher, Brian",Almost Perfect,School,1,2,2022,2022-02-01,PA
546,"Katcher, Brian",Almost Perfect,School,1,2,2022,2022-02-01,FL
547,"Katcher, Brian",Almost Perfect,School,1,2,2022,2022-02-01,TX
548,"Katcher, Brian",Almost Perfect,School,1,12,2021,2021-12-01,TX
550,"Katcher, Brian",Almost Perfect,School,1,6,2022,2022-06-01,PA
551,"Katcher, Brian",Almost Perfect,School,1,1,2022,2022-01-01,FL
552,"Katcher, Brian",Almost Perfect,School,1,4,2022,2022-04-01,FL
554,"Morgan, Richard K.","Altered Carbon: One Life, One Death",School,1,9,2022,2022-09-01,MO
555,"North, Ari",Always Human,School,1,2,2022,2022-02-01,TN
556,"Wyeth, Sharon Dennis",Always My Dad,School,1,9,2021,2021-09-01,PA
557,"Saeed, Aisha",Amal Unbound,School,1,9,2021,2021-09-01,PA
558,"Hoffman, Mary",Amazing Grace,School,1,7,2022,2022-07-01,FL
559,"Hoffman, Mary",Amazing Grace,School,1,9,2021,2021-09-01,PA
560,"Hoffman, Mary",Amazing Grace,School,1,9,2021,2021-09-01,PA
563,"Chin-Lee, Cynthia",Amelia to Zora: Twenty Six Women Who Changed the World,School,1,9,2021,2021-09-01,PA
564,"Gough, Erin",Amelia Westlake Was Never Here,School,1,2,2022,2022-02-01,TN
567,"Frank, E. R.",America,School,1,1,2023,2023-01-01,FL
568,"Frank, E. R.",America,School,1,1,2023,2023-01-01,FL
569,"Frank, E. R.",America,School,1,3,2023,2023-03-01,VA
570,"Frank, E. R.",America,School,1,2,2023,2023-02-01,PA
571,"Frank, E. R.",America,School,1,2,2023,2023-02-01,FL
572,"Yang, Gene Luen",American Born Chinese,School,1,1,2023,2023-01-01,FL
573,"Yang, Gene Luen",American Born Chinese,School,1,4,2022,2022-04-01,MS
574,"Gaiman, Neil",American Gods 1: Shadows,School,1,9,2022,2022-09-01,MO
575,"Gaiman, Neil",American Gods 1: Shadows,School,1,11,2022,2022-11-01,MO
576,"Gaiman, Neil",American Gods 2: My Ainsel,School,1,9,2022,2022-09-01,MO
577,"Gaiman, Neil",American Gods 2: My Ainsel,School,1,11,2022,2022-11-01,MO
578,"Chao, Gloria",American Panda,School,1,1,2023,2023-01-01,FL
580,"Zoboi, Ibi",American Street,School,1,8,2021,2021-08-01,PA
581,"Zoboi, Ibi",American Street,School,1,11,2021,2021-11-01,VA
582,"Khan, Hena",Amina's Voice,School,1,1,2022,2022-01-01,FL
583,"Steig, William",Amos & Boris,School,1,1,2022,2022-01-01,TN
584,"Kibuishi, Kazu",Amulet: The Stonekeeper,School,1,3,2022,2022-03-01,TX
585,"Matson, Morgan",Amy & Roger's Epic Detour,School,1,7,2022,2022-07-01,FL
587,"Ortiz, Paul",An African American and Latinx History of the United States,School,1,9,2021,2021-09-01,PA
589,"Ortiz, Paul",An African American and Latinx History of the United States,School,1,2,2022,2022-02-01,TX
590,"Ortiz, Paul",An African American and Latinx History of the United States,School,1,12,2021,2021-12-01,TX
591,"Dunbar-Ortiz, Roxanne",An Indigenous People's History of the United States,School,1,9,2021,2021-09-01,PA
592,"Dunbar-Ortiz, Roxanne",An Indigenous People's History of the United States,School,1,2,2022,2022-02-01,TX
593,"Hazlewood, Robin",An Introduction to Drawing: An Artist's Guide to Skills & Techniques,School,1,9,2022,2022-09-01,MO
594,"Smith, Ray",An Introduction to Oil Painting,School,1,9,2022,2022-09-01,MO
595,"Smith, Ray",An Introduction to Watercolor,School,1,9,2022,2022-09-01,MO
596,"Namioka, Lensey","An Ocean Apart, A World Away",School,1,7,2022,2022-07-01,VA
597,"Namioka, Lensey","An Ocean Apart, A World Away",School,1,7,2022,2022-07-01,VA
598,"Sass, A. J.",Ana on the Edge,School,1,7,2022,2022-07-01,FL
599,"Sass, A. J.",Ana on the Edge,School,1,7,2022,2022-07-01,VA
600,"Sass, A. J.",Ana on the Edge,School,1,7,2022,2022-07-01,VA
601,"Sass, A. J.",Ana on the Edge,School,1,2,2022,2022-02-01,TX
602,"Sass, A. J.",Ana on the Edge,School,1,12,2021,2021-12-01,TX
603,"Snadowsky, Daria",Anatomy of a Boyfriend,School,1,9,2022,2022-09-01,VA
604,"Snadowsky, Daria",Anatomy of a Single Girl,School,1,9,2022,2022-09-01,VA
605,"Snadowsky, Daria",Anatomy of a Single Girl,School,1,7,2022,2022-07-01,FL
606,"Snadowsky, Daria",Anatomy of a Single Girl,School,1,1,2023,2023-01-01,FL
607,"White, Kiersten",And I Darken (The Conqueror's Saga Series),School,1,2,2022,2022-02-01,TN
608,"Verdi, Jessica",And She Was,School,1,2,2022,2022-02-01,TX
609,"Verdi, Jessica",And She Was,School,1,12,2021,2021-12-01,TX
610,"Verdi, Jessica",And She Was,School,1,2,2022,2022-02-01,TN
612,"MacGill-Callahan, Sheila",And Still the Turtle Watched,School,1,1,2022,2022-01-01,FL
613,"Richardson, Justin",And Tango Makes Three,School,1,12,2022,2022-12-01,CO
614,"Richardson, Justin",And Tango Makes Three,School,1,7,2022,2022-07-01,FL
615,"Richardson, Justin",And Tango Makes Three,School,1,12,2022,2022-12-01,FL
616,"Richardson, Justin",And Tango Makes Three,School,1,1,2023,2023-01-01,FL
617,"Richardson, Justin",And Tango Makes Three,School,1,1,2023,2023-01-01,AR
618,"Richardson, Justin",And Tango Makes Three,School,1,9,2022,2022-09-01,FL
620,"Richardson, Justin",And Tango Makes Three,School,1,6,2022,2022-06-01,FL
621,"Richardson, Justin",And Tango Makes Three,School,1,2,2022,2022-02-01,FL
622,"Richardson, Justin",And Tango Makes Three,School,1,2,2022,2022-02-01,TX
623,"Richardson, Justin",And Tango Makes Three,School,1,12,2021,2021-12-01,TX
624,"Richardson, Justin",And Tango Makes Three,School,1,6,2022,2022-06-01,PA
625,"Richardson, Justin",And Tango Makes Three,School,1,12,2021,2021-12-01,FL
626,"Richardson, Justin",And Tango Makes Three,School,1,4,2022,2022-04-01,FL
627,"Coleman, Kailee",And That's Their Family,Public,1,8,2022,2022-08-01,IA
628,"Salvatore, Steven",And They Lived,School,1,9,2022,2022-09-01,MI
629,"Salvatore, Steven",And They Lived,School,1,9,2022,2022-09-01,MI
630,"Salvatore, Steven",And They Lived,School,1,12,2022,2022-12-01,SC
631,"Salvatore, Steven",And They Lived,Public,1,10,2022,2022-10-01,MI
632,"Greenough, Sarah",André Kertész,School,1,9,2022,2022-09-01,MO
633,"Pink, Randi",Angel of Greenwood,School,1,1,2023,2023-01-01,FL
634,"Oshiro, Mark",Anger is a Gift,School,1,7,2022,2022-07-01,FL
635,"Oshiro, Mark",Anger is a Gift,School,1,11,2021,2021-11-01,KN
