ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated
119,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,,,,,,School,October,2022,FL,Brevard County Public Schools,,Brevard,,,,,,,,,,
120,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,,,,,School,November,2022,FL,Brevard County Public Schools,,Brevard,,,,,,,,,,
121,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,Group,Challenged - On Shelves,Challenged by M4L representative,,,,School,October,2022,FL,Flagler Schools,,Flagler,,,,,,,,,,
122,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,Challenged - Not in District/School or library institution,Weeded in MS prior to 22-23 school year,,,,School,,,FL,Flagler Schools,,Flagler,,,,,,,,,,
123,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,Challenged - On Shelves,Per policy materials remain in use during review,,,,School,November,2022,MD,Frederick County Public Schools,,,,,,,,,,,,
124,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Nixa Public Schools,,,,,,,,,,,,
125,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,,,Banned,,,School,November,2022,UT,Washington County School District,,Washington,,,,,,,,,,
126,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,"Williston High School, Williston Middle School, and Missouri Ridge Elementary",,,,School,September,2022,ND,Williston Basin School District #7,,,,,,,,,,,,
127,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,Challenged - Location Unknown,Not in Middle School,,,,School,November,2022,TX,Humble ISD,,,,,,,,,,,,
128,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Administrative Review,,Challenged - Removed While Under Review,Administration - Superintendent declared in a school board meeting he was removed all books under review while under review,,,,School,January,2023,FL,St. John’s County School District,,St. John’s,,,,,,,,,,
129,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,Challenged - Location Unknown,,Still in Process,,,School,January,2023,MI,Milan Area Schools,,,,,,,,,,,,
130,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Targeted During Board Meeting,Group,Unknown,,,,,School,December,2022,SC,Horry County Schools,,Horry,,,,,,,,,,
131,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Internal/Administrative Review,,Challenged - Removed While Under Review,,,,,School,October,2022,SC,Beaufort County School District,,Beaufort,,,,,,,,,,
132,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,FL,Escambia County Public Schools,,Escambia,,,,,,,Escambia High School Students Speak Out Against School Board Restrictions,tHE bIBLE IS lATEST cHALLENGED bOOK IN eSCAMBIA sCHOOLS: sUPERINTENDENT sAYS ITS EDUCATIONA AND ALLOWED,,
133,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,Group,Challenged - On Shelves,"Submitted by Moms for Liberty - due to be reviewed in 8/2022
 9/2022Paused - while school division fixes the ""problems in their book selection and contestation processes.""",,,,School,August,2022,VA,Fauquier County Public Schools,,Fauquier,,,,,,,Moms for Liberty Says it has paused all challneges against sexually expolicit books while school board updates policies,,,
134,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,,,Challenged - Location Unknown,Actual Challenges from the 5400 received by school,,,,School,December,2022,CO,Greeley-Evans School District 6,,Weld,,,,,,,,,,
135,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Informal Challenge,,,,Unknown,,,Public,August,2022,CO,Wellington Public Library,,Wellington,,Wellington Public Library,,,,,,,,
136,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Targeted During Board Meeting,Affiliation Unknown,On shelves,,Unknown,,,School,November,2021,GA,Coweta County School District,,,,,Unknown,,,,,,,
137,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,High School,Still in Process,,,School,March,2022,TX,Eanes,,,,,Unknown,,,,,,,
138,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,On shelves,,Unknown,,,School,July,2022,VA,Fauquier County Public Schools,,Fauquier,,,Unknown,,,,,,,
139,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Unclear,Affiliation Unknown,Challenged - Location Unknown,Status Change: 2/28/22,Unknown,,,School,November,2021,FL,Indian River County Schools,,Indian River,,,Unknown,,,,,,,
140,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Administrative Review,Administration,Challenged - Location Unknown,,Unknown,,,School,4,2022,FL,Jackson County School Board,,Jackson,,,Unknown,,,,,,,
141,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Administrative Review,Administration,Challenged - Location Unknown,,Banned,,,School,January,2022,TX,Katy ISD,,,,,Unknown,,,,,,,
142,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Formal Challenge,Parent,Challenged - Location Unknown,This title has been deselected according to our collection development processes and is no longer in any classroom or school libraries,Weeded/Deselected,,,School,November,2021,TX,Keller ISD,,,,,Unknown,,,,,,,
143,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,11/2021 sent note to school?,Retained Restricted,Yes,"School wanted individual complaints per book - no response from parent, online ""outrage""",School,February,2021,UT,Murray City School District,,,,,Unknown,,,,,,,
144,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,Committee said this wasn't on shelves - it had already been pulled by librarians.,Banned,,,School,May,2022,ID,Nampa School District,,,,,Unknown,,,,,,,
145,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,4,2022,FL,St. Johns County School District,,St. Johns,,,Unknown,,,,,,,
146,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Administrative Review,Administration,Challenged - Location Unknown,,Unknown,,,School,4,2022,FL,Walton County School District,,Walton,,,Unknown,,,,,,,
147,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,Retained HS but must have parent permission to check out; Not available MS and should not be considered for MS,Retained Restricted,Yes,Retained HS but must have parent permission to check out; Not available MS and should not be considered for MS,School,3,2022,TN,Wilson County Schools,,Wilson,,,Unknown,,,Paper File,https://www.tennessean.com/story/news/education/2023/03/09/resident-sues-wilson-county-library-panel-over-secret-meeting/69977742007/,,,10/09/2023
148,"Maas, Sarah J.",A Court of Wings and Ruin,A Court of Thorns and Roses,,,Administrative Review,Affiliation Unknown,Challenged - Removed While Under Review,,Unknown,,,School,November,2021,FL,Brevard County Public Schools,,Brevard,,,Unknown,,,,,,,
149,"Maas, Sarah J.",A Court of Wings and Ruin,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,High School,Unknown,,,School,March,2022,TX,Eanes,,,,,Unknown,,,,,,,
150,"Maas, Sarah J.",A Court of Wings and Ruin,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,4,2022,FL,St. Johns County School District,,St. Johns,,,Unknown,,,,,,,
151,"Maas, Sarah J.",A ​Court of Silver Flames,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,,Removed,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
152,"Maas, Sarah J.",A ​Court of Silver Flames,A Court of Thorns and Roses,,,,,,,Banned,,,School,November,2022,UT,Alpine School District,,Utah,,,,,,,,,,
153,"Maas, Sarah J.",A ​Court of Silver Flames,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Escambia County Public Schools,,Escambia,,,,,,,,,,
154,"Maas, Sarah J.",A ​Court of Silver Flames,A Court of Thorns and Roses,,,,,Challenged - On Shelves,Documentation from Frederick County Public Schools MD,,,,School,11,2022,MD,Frederick County Public Schools,,,,,,,,,,,,
155,"Maas, Sarah J.",A Court of Silver Flames,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Nixa Public Schools,,,,,,,,,,,,
156,"Maas, Sarah J.",A ​Court of Silver Flames,A Court of Thorns and Roses,,,,,,,Banned,,,School,November,2022,UT,Washington County School District,,Washington,,,,,,https://www.stgeorgeutah.com/news/archive/2022/12/07/nky-washington-county-school-district-removes-14-more-books-from-libraries/#.Y5JvlnbMJD8,,,,
157,"Maas, Sarah J.",A ​Court of Silver Flames,A Court of Thorns and Roses,,,Administrative Review,,Challenged - Removed While Under Review,Administration - Superintendent declared in a school board meeting he was removed all books under review while under review,,,,School,January,2023,FL,St. John’s County School District,,St. John’s,,,,,,,,,,
158,"Maas, Sarah J.",A ​Court of Silver Flames,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
160,"Maas, Sarah J.",A ​Court of Silver Flames,A Court of Thorns and Roses,,,Formal Challenge,Parent,Challenged - Removed While Under Review,,Still in Process,,,School,4,2023,OR,Canby School District,,,,,,,4/15/2023,https://www.kptv.com/2023/04/11/canby-parents-students-upset-after-36-books-pulled-school-libraries/,,,,
161,"Maas, Sarah J.",A ​Court of Silver Flames,A Court of Thorns and Roses,x,,,,Challenged - Location Unknown,,Banned,,,School,September,2022,TX,Conroe ISD,,,,,,,,https://www.conroeisd.net/library-services/,,,,
162,"Maas, Sarah J.",A Court of Silver Flames,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,A M4L member began challenging books in the district in the Fall and the reviews continued. Seems as if these books were removed by the administration.,Banned,,,School,April,2023,KN,Gardner Edgerton School District 231,,,,,,,4/18/2023,in efiles,,,,
163,"Maas, Sarah J.",A Court of Silver Flames,A Court of Thorns and Roses,,,Administrative Review,Affiliation Unknown,Challenged - Removed While Under Review,,Unknown,,,School,November,2021,FL,Brevard County Public Schools,,Brevard,,,Unknown,,,,,,,
164,"Maas, Sarah J.",A Court of Silver Flames,A Court of Thorns and Roses,,,Unclear,Affiliation Unknown,Challenged - Location Unknown,,Retained/Restricted,Yes,Removed from Library,School,July,2021,IN,Carmel Clay Schools,,,,,Unknown,,,,,,,
165,"Maas, Sarah J.",A Court of Silver Flames,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,High School,Still in Process,,,School,March,2022,TX,Eanes,,,,,Unknown,,,,,,,
166,"Maas, Sarah J.",A Court of Silver Flames,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,High School,Still in Process,,,School,March,2022,TX,Eanes,,,,,Unknown,,,,,,,
167,"Maas, Sarah J.",A Court of Silver Flames,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,April,2022,FL,St. Johns County School District,,St. Johns,,,Unknown,,,,,,,
168,"Maas, Sarah J.",A Court of Silver Flames,A Court of Thorns and Roses,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,April,2022,FL,St. Johns County School District,,St. Johns,,,Unknown,,,,,,,
169,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,,,,,Banned,,,School,November,2022,UT,Alpine School District,,Utah,,,,,,,,,,
170,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,,,Challenged - On Shelves,Documentation from Frederick County Public Schools MD,,,,School,11,2022,MD,Frederick County Public Schools,,,,,,,,,,,,
171,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Nixa Public Schools,,,,,,,,,,,,
172,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,,,,,Banned,,,School,November,2022,UT,Washington County School District,,Washington,,,,,,https://www.stgeorgeutah.com/news/archive/2022/12/07/nky-washington-county-school-district-removes-14-more-books-from-libraries/#.Y5JvlnbMJD8,,,,
173,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,ND,Williston Basin School District #7,,,,,,,,School Board Meeting Heats Up Over Books Available to Students,,,,
174,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,,,,,Still in Process,,,School,November,2022,TX,Humble ISD,,,,,,,,,,,,
175,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,Administrative Review,,Challenged - Removed While Under Review,Administration - Superintendent declared in a school board meeting he was removed all books under review while under review,,,,School,January,2023,FL,St. John’s County School District,,St. John’s,,,,,,,,,,
176,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,,,Challenged - Location Unknown,,Removed,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
177,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,,,,"Does not meet content guidelines, removed from circulation",Banned,,,School,Unclear,2022,TX,Keller ISD,,,,,,,,,,,,
178,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
179,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,Targeted During Board Meeting,Group,Unknown,,,,,School,December,2022,SC,Horry County Schools,,Horry,,,,,,,,,,
180,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,Internal/Administrative Review,,Challenged - Removed While Under Review,,,,,School,October,2022,SC,Beaufort County School District,,Beaufort,,,,,,,,,,
181,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,Targeted During Board Meeting,Group,Unknown,,,,,School,July,2022,VA,Fauquier County Public Schools,,Fauquier,,,,,,,,Moms for Liberty says it has paused all challenges against sexually expolicit books while school board updates policies.,,
182,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,Informal Challenge,,,,Unknown,,,Public,August,2022,CO,Wellington Public Library,,Wellington,,Wellington Public Library,,,,,,,,
